game_date,game_id,player,player_team,opponent_team,home_team,away_team,home_away,position,stat,target_actual,schedule_source
2026-08-02,401857108,Rae Burrell,Los Angeles Sparks,Portland Fire,Portland Fire,Los Angeles Sparks,AWAY,G,RA,6.0,raw_scores:scores.csv
2026-08-02,401857109,Charlisse Leger-Walker,Connecticut Sun,Dallas Wings,Dallas Wings,Connecticut Sun,AWAY,G,PA,2.0,raw_scores:scores.csv
2026-08-02,401857109,Charlisse Leger-Walker,Connecticut Sun,Dallas Wings,Dallas Wings,Connecticut Sun,AWAY,G,PRA,2.0,raw_scores:scores.csv
2026-08-02,401857109,Charlisse Leger-Walker,Connecticut Sun,Dallas Wings,Dallas Wings,Connecticut Sun,AWAY,G,PRA,2.0,raw_scores:scores.csv
2026-08-02,401857109,Paige Bueckers,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,HOME,G,PA,10.0,raw_scores:scores.csv
2026-08-02,401857109,Paige Bueckers,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,HOME,G,PA,10.0,raw_scores:scores.csv
2026-08-02,401857109,Paige Bueckers,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,HOME,G,PRA,13.0,raw_scores:scores.csv
2026-08-02,401857109,Paige Bueckers,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,HOME,G,PRA,13.0,raw_scores:scores.csv
2026-08-02,401857109,Paige Bueckers,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,HOME,G,PRA,13.0,raw_scores:scores.csv
2026-08-02,401857109,Paige Bueckers,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,HOME,G,RA,7.0,raw_scores:scores.csv
2026-08-02,401857110,Janelle Salaun,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,F,3PM,4.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Janelle Salaun,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,F,3PM,4.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Janelle Salaun,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,F,PR,27.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Janelle Salaun,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,F,PR,27.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Janelle Salaun,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,F,PR,27.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Janelle Salaun,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,F,PRA,29.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Laura Juskaite,Toronto Tempo,Golden State Valkyries,Golden State Valkyries,Toronto Tempo,AWAY,F,REB,4.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Nyara Sabally,Toronto Tempo,Golden State Valkyries,Golden State Valkyries,Toronto Tempo,AWAY,F,REB,8.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Veronica Burton,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,G,RA,8.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Veronica Burton,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,G,RA,8.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Veronica Burton,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,G,REB,2.0,raw_scores:scores_2026-08-02.csv
2026-08-02,401857110,Veronica Burton,Golden State Valkyries,Toronto Tempo,Golden State Valkyries,Toronto Tempo,HOME,G,REB,2.0,raw_scores:scores_2026-08-02.csv
2026-08-03,401857111,Allisha Gray,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,AST,2.0,raw_scores:scores.csv
2026-08-03,401857111,Allisha Gray,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,AST,2.0,raw_scores:scores.csv
2026-08-03,401857111,Allisha Gray,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,RA,3.0,raw_scores:scores.csv
2026-08-03,401857111,Allisha Gray,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,RA,3.0,raw_scores:scores.csv
2026-08-03,401857111,Allisha Gray,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,REB,1.0,raw_scores:scores.csv
2026-08-03,401857111,Allisha Gray,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,REB,1.0,raw_scores:scores.csv
2026-08-03,401857111,Brionna Jones,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,F,PRA,16.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,3PM,0.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,AST,7.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,AST,7.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PR,9.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PR,9.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PTS,7.0,raw_scores:scores.csv
2026-08-03,401857111,Jordin Canada,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PTS,7.0,raw_scores:scores.csv
2026-08-03,401857111,Naz Hillmon,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,F,REB,1.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PA,21.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PA,21.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PR,20.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PR,20.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PRA,22.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PRA,22.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PTS,19.0,raw_scores:scores.csv
2026-08-03,401857111,Rhyne Howard,Atlanta Dream,Las Vegas Aces,Atlanta Dream,Las Vegas Aces,HOME,G,PTS,19.0,raw_scores:scores.csv
2026-08-03,401857112,Awa Fam,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,AST,1.0,raw_scores:scores.csv
2026-08-03,401857112,Awa Fam,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,PA,5.0,raw_scores:scores.csv
2026-08-03,401857112,Awa Fam,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,PTS,4.0,raw_scores:scores.csv
2026-08-03,401857112,Awa Fam,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,PTS,4.0,raw_scores:scores.csv
2026-08-03,401857112,Awa Fam,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,PTS,4.0,raw_scores:scores.csv
2026-08-03,401857112,Awa Fam,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,REB,9.0,raw_scores:scores.csv
2026-08-03,401857112,Dominique Malonga,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,RA,7.0,raw_scores:scores.csv
2026-08-03,401857112,Dominique Malonga,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,C,REB,6.0,raw_scores:scores.csv
2026-08-03,401857112,Flau'jae Johnson,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,G,3PM,2.0,raw_scores:scores.csv
2026-08-03,401857112,Flau'jae Johnson,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,G,3PM,2.0,raw_scores:scores.csv
2026-08-03,401857112,Flau'jae Johnson,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,G,RA,6.0,raw_scores:scores.csv
2026-08-03,401857112,Flau'jae Johnson,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,G,REB,3.0,raw_scores:scores.csv
2026-08-03,401857112,Jonquel Jones,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,C,3PM,4.0,raw_scores:scores.csv
2026-08-03,401857112,Jonquel Jones,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,C,3PM,4.0,raw_scores:scores.csv
2026-08-03,401857112,Jonquel Jones,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,C,AST,2.0,raw_scores:scores.csv
2026-08-03,401857112,Jonquel Jones,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,C,AST,2.0,raw_scores:scores.csv
2026-08-03,401857112,Jonquel Jones,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,C,REB,7.0,raw_scores:scores.csv
2026-08-03,401857112,Jonquel Jones,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,C,REB,7.0,raw_scores:scores.csv
2026-08-03,401857112,Natisha Hiedeman,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,G,AST,7.0,raw_scores:scores.csv
2026-08-03,401857112,Natisha Hiedeman,Seattle Storm,New York Liberty,New York Liberty,Seattle Storm,AWAY,G,RA,8.0,raw_scores:scores.csv
2026-08-03,401857112,Rebecca Allen,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,G,REB,5.0,raw_scores:scores.csv
2026-08-03,401857112,Rebecca Allen,New York Liberty,Seattle Storm,New York Liberty,Seattle Storm,HOME,G,REB,5.0,raw_scores:scores.csv
2026-08-03,401857113,DeWanna Bonner,Phoenix Mercury,Chicago Sky,Chicago Sky,Phoenix Mercury,AWAY,F,RA,12.0,raw_scores:scores.csv
2026-08-03,401857113,Natasha Cloud,Chicago Sky,Phoenix Mercury,Chicago Sky,Phoenix Mercury,HOME,G,PR,18.0,raw_scores:scores.csv
